,reviews,date,word_count,verified,corpus,sentiment,sentiment_type
350,Recently took four Kenya Airways flights between London and Tanzania and every flight arrived at the destination early staff were friendly and helpful food was good and the flight price was excellent for this time of the year. I fly this route 2 or 3 times a year always with Kenya Airways and I'm yet to be disappointed.,2014-10-22,58,False,recently took four kenya airways flights between london and tanzania and every flight arrived at the destination early staff were friendly and helpful food was good and the flight price was excellent for this time of the year i fly this route or times a year always with kenya airways and i m yet to be disappointed,0.8591,positive
351,Flew from NBO to Jo'burg with friends on golfing holiday (Group of 12). We fly KQ a lot in Kenya and we all knew it's a horrible airline before we booked but we did not have much choice and were ok because KQ normally fly golf bags for free. Nope - they've changed their minds on this route and tried to sting us each for $120 excess baggage. One couple paid and the rest of us refused - they finally let us on because we were holding up the check-in for everyone else. No in-flight entertainment of course but flight was actually on time which is a nice change for KQ. My wife and I booked our seats in advance but found they had been given up to others (part of my group so we did not make a fuss) and my wife and were given seats two rows apart. Luckily other people were prepared to swap so we could sit together. Hopelessly unprofessional airline from time of booking to time of landing but what can you do? I'd never fly KQ if I had a choice. Flight back was exactly the same except they let us bring our clubs for free because we had a letter from the tour operator saying we were entitled.,2014-09-14,215,False,flew from nbo to jo burg with friends on golfing holiday group of we fly kq a lot in kenya and we all knew it s a horrible airline before we booked but we did not have much choice and were ok because kq normally fly golf bags for free nope they ve changed their minds on this route and tried to sting us each for excess baggage one couple paid and the rest of us refused they finally let us on because we were holding up the check in for everyone else no in flight entertainment of course but flight was actually on time which is a nice change for kq my wife and i booked our seats in advance but found they had been given up to others part of my group so we did not make a fuss and my wife and were given seats two rows apart luckily other people were prepared to swap so we could sit together hopelessly unprofessional airline from time of booking to time of landing but what can you do i d never fly kq if i had a choice flight back was exactly the same except they let us bring our clubs for free because we had a letter from the tour operator saying we were entitled,0.9418,positive
352,NBO-DEL. We were served only 1 samosa each for dinner. MUM-NBO flight was cancelled but before I left NBO the office confirmed that I was reserved on the next flight. On enquiring a day before travel was informed that I wasn't booked! He booked me then lucky enough there was space! NBO-MUM they said there's an hours delay it was actually 8 hours delayed! Missed the connecting flight to Kolkata paid an extra 3500 rupees for the next flight only the return from DEL-NBO was on time and well managed. KQ never again!,2014-09-10,93,False,nbo del we were served only samosa each for dinner mum nbo flight was cancelled but before i left nbo the office confirmed that i was reserved on the next flight on enquiring a day before travel was informed that i wasn t booked he booked me then lucky enough there was space nbo mum they said there s an hours delay it was actually hours delayed missed the connecting flight to kolkata paid an extra rupees for the next flight only the return from del nbo was on time and well managed kq never again,-0.5296,negative
353,I flew Business Class from Bangkok to Nairobi and it was one of my worst flight experiences. The Business Class cabin was virtually empty 3 other passengers. The food was the same as Economy a chicken/patty/hamburger with overcooked vegetables and none of the wines on the impressive wine list were available - only the NZ Chardonnay they were serving in Economy. The IFE did not work which I reported to the Purser - was on the same plane same seat on return journey - still not working. On arrival at Nairobi I was woken on final approach - no time for even a cup of coffee. The stewardess said she had not wanted to wake me - but had not asked the night before if I would be wanting breakfast. A much shorter flight and also more expensive than Qatar which I usually choose on this route. Never again.,2014-08-28,149,False,i flew business class from bangkok to nairobi and it was one of my worst flight experiences the business class cabin was virtually empty other passengers the food was the same as economy a chicken patty hamburger with overcooked vegetables and none of the wines on the impressive wine list were available only the nz chardonnay they were serving in economy the ife did not work which i reported to the purser was on the same plane same seat on return journey still not working on arrival at nairobi i was woken on final approach no time for even a cup of coffee the stewardess said she had not wanted to wake me but had not asked the night before if i would be wanting breakfast a much shorter flight and also more expensive than qatar which i usually choose on this route never again,-0.34,negative
354,Our flight from Guangzhou to Bangkok was cancelled. This is actually not something unusual. However the handling of this situation by the local staff was an absolute disaster. Initially the flight was delayed for three hours until they eventually made the decision to cancel it. We were put up in a below average hotel and left in the dark about further arrangements. The next day we called them every half hour but they themselves did not know what went on. Furthermore they told us that we could not easily get our luggage. In the end I had to get very angry. Only then did they become more co-operative. However the pilot did not allow the luggage to be released from the airport until the afternoon of the next day. Due to this we almost missed the next flight. Never again!,2014-08-26,140,False,our flight from guangzhou to bangkok was cancelled this is actually not something unusual however the handling of this situation by the local staff was an absolute disaster initially the flight was delayed for three hours until they eventually made the decision to cancel it we were put up in a below average hotel and left in the dark about further arrangements the next day we called them every half hour but they themselves did not know what went on furthermore they told us that we could not easily get our luggage in the end i had to get very angry only then did they become more co operative however the pilot did not allow the luggage to be released from the airport until the afternoon of the next day due to this we almost missed the next flight never again,-0.9441,negative
355,"Flew return London to Nairobi with ""The Pride of Africa"". The website is amateur looking and booking a seat is confusing. I did book with a travel agent and they said we would have to pay for extra legroom seats. However when I logged on I discovered row 33 DFG were all free to book with extra leg room. The service was basic food was bad my entertainment system was old and did not work  when I asked a member of staff to look they just walked off. So 8 hours with no entertainment system the fact I had legroom helped me to relax. A man sitting next to me said their entertainment systems quite often do not work. Staff looked like they did not want to be there. On Returning from Zanzibar we were told we would have to pay $100 each for extra leg room. As the card machine was not working on the Kenya Airways desk my friend was taken for a 45 minute walk to get this booked. Terrible experience and I would never fly with them again.",2014-08-18,182,False,flew return london to nairobi with the pride of africa the website is amateur looking and booking a seat is confusing i did book with a travel agent and they said we would have to pay for extra legroom seats however when i logged on i discovered row dfg were all free to book with extra leg room the service was basic food was bad my entertainment system was old and did not work when i asked a member of staff to look they just walked off so hours with no entertainment system the fact i had legroom helped me to relax a man sitting next to me said their entertainment systems quite often do not work staff looked like they did not want to be there on returning from zanzibar we were told we would have to pay each for extra leg room as the card machine was not working on the kenya airways desk my friend was taken for a minute walk to get this booked terrible experience and i would never fly with them again,0.8662,positive
356,We have been using KQ for the past 14 years out of Malawi and it is a love/hate relationship. I trust the pilots and the airline technicians. If KQ management would go the extra step they would graduate into another category. However very often its the individual flight attendants that keep me booking and flying KQ. We flew Economy and Business - both with different experiences. I was about not to book KQ anymore until the new dreamliner came in. Nice aircraft - friendly crew. The inflight service needs improvement. I have had better service in Economy than in Business class at times. The inflight entertainment program and equipment did not work on previous flights (both classes) except the new planes. Would I fly KQ again? Yes but if I can fly KLM equipment I would chose KLM because it is predictable in terms of standard and quality. The new Dreamliners will only be attractive as long as KQ maintains these aircraft well and keeps them clean and the inflight entertainment works.,2014-08-14,172,False,we have been using kq for the past years out of malawi and it is a love hate relationship i trust the pilots and the airline technicians if kq management would go the extra step they would graduate into another category however very often its the individual flight attendants that keep me booking and flying kq we flew economy and business both with different experiences i was about not to book kq anymore until the new dreamliner came in nice aircraft friendly crew the inflight service needs improvement i have had better service in economy than in business class at times the inflight entertainment program and equipment did not work on previous flights both classes except the new planes would i fly kq again yes but if i can fly klm equipment i would chose klm because it is predictable in terms of standard and quality the new dreamliners will only be attractive as long as kq maintains these aircraft well and keeps them clean and the inflight entertainment works,0.9738,positive
357,NBO-DXB. They have started flying the B772 on this route. Pleasant and comfortable flight very welcome break from the ageing B767 a/c. Attentive crew and cabin service seems to have been revamped plenty of drinks rounds etc. The only qualm is the catering to basic and could do with some improvement. Overall a good flight.,2014-08-06,55,False,nbo dxb they have started flying the b on this route pleasant and comfortable flight very welcome break from the ageing b a c attentive crew and cabin service seems to have been revamped plenty of drinks rounds etc the only qualm is the catering to basic and could do with some improvement overall a good flight,0.9412,positive
358,I travelled to Uganda via Nairobi (Kenya) last month. The plane rides differ massively in quality. The flight to Kenya left on time but I feel it was let down by many things: 1) The plane being very old. 2) A lot of the TV's don't work mine did but the film like many other people said stopped working near the end. 3) The food quality was really bad. I however then had a flight from Nairobi to Uganda and this was really good the plane was very new and had working TV's with pretty new films (it was only 1 hour flight). Another thing was we got served food and drinks. This was far better than the flight from London.,2014-07-29,121,False,i travelled to uganda via nairobi kenya last month the plane rides differ massively in quality the flight to kenya left on time but i feel it was let down by many things the plane being very old a lot of the tv s don t work mine did but the film like many other people said stopped working near the end the food quality was really bad i however then had a flight from nairobi to uganda and this was really good the plane was very new and had working tv s with pretty new films it was only hour flight another thing was we got served food and drinks this was far better than the flight from london,0.8462,positive
359,Amsterdam - Narobi on new B777-300ER. An excellent flight - comfortable seats with very good legroom. The base of the seat goes forward when the back reclines which makes it far more comfortable for sleeping. Kenya Airways have kept a 3-3-3 arrangement so the seats are wider. Food tasty and cabin crew friendly and professional. Nice welcome from captain. Good inflight entertainment. Connecting flight to Dar-es-Salaam equally straightforward and comfortable. Very keen to use Kenya Airways again - far superior to KLM who they codeshare the AMS-NBO route with.,2014-07-10,89,False,amsterdam narobi on new b er an excellent flight comfortable seats with very good legroom the base of the seat goes forward when the back reclines which makes it far more comfortable for sleeping kenya airways have kept a arrangement so the seats are wider food tasty and cabin crew friendly and professional nice welcome from captain good inflight entertainment connecting flight to dar es salaam equally straightforward and comfortable very keen to use kenya airways again far superior to klm who they codeshare the ams nbo route with,0.9889,positive
360,I flew from Nairobi to Paris on the new Boeing 787 that now operates this route. The aircraft is new and has great inflight entertainment seats are comfortable and legroom is good. I'm a tall guy and I really struggle with legroom on most aircraft's. The crew were very friendly. Overall great experience.,2014-07-10,53,False,i flew from nairobi to paris on the new boeing that now operates this route the aircraft is new and has great inflight entertainment seats are comfortable and legroom is good i m a tall guy and i really struggle with legroom on most aircraft s the crew were very friendly overall great experience,0.959,positive
361,"I have flown London - Lilongwe - London the past few weeks. I arrived safely. It is disappointing that the in- flight entertainment system does not work London - Nairobi - London. It amused me that the crew still hand- out the headphones. Apparently headphones keep passengers amused - until they realise nothing works. The food was good (goat stew) - avoid the breakfast ""eggs"". The cabin crew excellent. The airline survives on it's route network - and cheap flights. With 'code-share' flights check what airline is actually providing the flight. I am using Kenya Airways again this month. Would I use them if there was a realistic alternative on the routes? Not sure. But I still rated Kenya Airways 4 out of 5 for 'Value for Money'.",2014-07-06,128,False,i have flown london lilongwe london the past few weeks i arrived safely it is disappointing that the in flight entertainment system does not work london nairobi london it amused me that the crew still hand out the headphones apparently headphones keep passengers amused until they realise nothing works the food was good goat stew avoid the breakfast eggs the cabin crew excellent the airline survives on it s route network and cheap flights with code share flights check what airline is actually providing the flight i am using kenya airways again this month would i use them if there was a realistic alternative on the routes not sure but i still rated kenya airways out of for value for money,0.8784,positive
362,KQ116 2014/6/26 from Nairobi to Amsterdam. We had a very good flight with friendly stewards a very good NBO-BKK. Checked in online got a boarding pass from a self-service machine at Nairobi's low tech but charming and functional terminal. Passengers were processed through to a holding area with ample seating in time to board on time via a short walk across the tarmac to our waiting new-build 767-300 which had a pleasant Signature By Boeing” 777-style interior. Pushed close to schedule and were soon on our way. Announcements describing the service to come were clear and accurate. IFE was on a rolling loop and some channels weren't working so I read instead. Meal was very basic - curried fish with rice a bread roll a small dessert but adequate. Trays were cleared away promptly and cabin lights extinguished allowing plenty of time on the 9h25m sector for sleep. Two hours before landing another hot meal of similar proportions was served. One other bonus the crew were not too obsessed with making pax close their blinds permitting some sunlight in for the last few hours which made waking up a gradual process as blinds were raised one by one. Landed on time and left with a kind-hearted farewell at the end of a great first experience with Kenya Airways.,2014-07-06,218,False,kq from nairobi to amsterdam we had a very good flight with friendly stewards a very good nbo bkk checked in online got a boarding pass from a self service machine at nairobi s low tech but charming and functional terminal passengers were processed through to a holding area with ample seating in time to board on time via a short walk across the tarmac to our waiting new build which had a pleasant signature by boeing style interior pushed close to schedule and were soon on our way announcements describing the service to come were clear and accurate ife was on a rolling loop and some channels weren t working so i read instead meal was very basic curried fish with rice a bread roll a small dessert but adequate trays were cleared away promptly and cabin lights extinguished allowing plenty of time on the h m sector for sleep two hours before landing another hot meal of similar proportions was served one other bonus the crew were not too obsessed with making pax close their blinds permitting some sunlight in for the last few hours which made waking up a gradual process as blinds were raised one by one landed on time and left with a kind hearted farewell at the end of a great first experience with kenya airways,0.9871,positive
363,KQ116 2014/6/26 from Nairobi to Amsterdam. We had a very good flight with friendly stewards a very good entertainment and good food and drinks. We will ever fly again with this company.,2014-06-30,32,False,kq from nairobi to amsterdam we had a very good flight with friendly stewards a very good entertainment and good food and drinks we will ever fly again with this company,0.9419,positive
364,15th June KQ 202. I travelled to Mumbai. The Boeing 777-200ER was good comfortable seats service was great and friendly. I am sure this airlines will become one of the best with the new Dreamliners and 777-300ER.,2014-06-25,37,False,th june kq i travelled to mumbai the boeing er was good comfortable seats service was great and friendly i am sure this airlines will become one of the best with the new dreamliners and er,0.9638,positive
365,Kenya Airways used to be one of my favourite carriers - ok they were not in the same league as Emirates but they did a good job considering the price. Over the last few years things have been going steadily downhill and over the last few trip I have done with them they have reached new depths. The in-flight entertainment system simply does not work on the London-Nairobi flight and the aircrew are clearly aware that the system has simply died. They promised a new system and new planes are coming soon - I just hope it is soon enough to save the airline.,2014-06-16,104,False,kenya airways used to be one of my favourite carriers ok they were not in the same league as emirates but they did a good job considering the price over the last few years things have been going steadily downhill and over the last few trip i have done with them they have reached new depths the in flight entertainment system simply does not work on the london nairobi flight and the aircrew are clearly aware that the system has simply died they promised a new system and new planes are coming soon i just hope it is soon enough to save the airline,0.9628,positive
366,I flew LHR-NBO return and was generally satisfied by the service. It's nothing special but the 777 are relatively comfortable (showing some sign of age) - the best feature in both directions was that there were plenty of spare seats so passengers were able to spread out and I found the overnight timings most convenient. I found the food and drink poor however (particularly hard to face food overstrained tea and vile juice) and the in-flight entertainment distinctly average (limited range of films poor sound quality broken in several seats). Basically it's an acceptable in-flight experience that gets you efficiently from A to B and the ground experience is much more professional/competent than many other African airlines from my experience. Staff were generally friendly (with exception of some check-in staff at NBO who were grumpy).,2014-06-10,135,False,i flew lhr nbo return and was generally satisfied by the service it s nothing special but the are relatively comfortable showing some sign of age the best feature in both directions was that there were plenty of spare seats so passengers were able to spread out and i found the overnight timings most convenient i found the food and drink poor however particularly hard to face food overstrained tea and vile juice and the in flight entertainment distinctly average limited range of films poor sound quality broken in several seats basically it s an acceptable in flight experience that gets you efficiently from a to b and the ground experience is much more professional competent than many other african airlines from my experience staff were generally friendly with exception of some check in staff at nbo who were grumpy,0.7447,positive
367,"Travelled on KQ from Nairobi to Bangkok in economy. A horrible experience. ""Pride of Africa"" what a joke! The food was terrible the seating in the 767 was so tight that I have has better space in much smaller aircraft's. The on board service was despicable. The staff acted as though they were doing you a favour by serving food and drink. I would never travel Kenya Airways again.",2014-06-02,69,False,avelled on kq from nairobi to bangkok in economy a horrible experience pride of africa what a joke the food was terrible the seating in the was so tight that i have has better space in much smaller aircraft s the on board service was despicable the staff acted as though they were doing you a favour by serving food and drink i would never travel kenya airways again,0.4753,positive
368,The inflight entertainment only worked for some people mine didn't work at all. The flight was full so we had no option of moving. The flight was more than 6 hours so it was very boring. The were only 2 options for food: Chicken or vegetarian. Naturally most people chose chicken so by the time the staff got to us there was only vegetarian food left. We didn't get much to drink either. I've either been spoiled by Emirates' excellent service or this airline is just very poor because I was absolutely disgusted by the service.,2014-05-29,96,False,he inflight entertainment only worked for some people mine didn t work at all the flight was full so we had no option of moving the flight was more than hours so it was very boring the were only options for food chicken or vegetarian naturally most people chose chicken so by the time the staff got to us there was only vegetarian food left we didn t get much to drink either i ve either been spoiled by emirates excellent service or this airline is just very poor because i was absolutely disgusted by the service,-0.6851,negative
369,MBA-NBO-CAN-NBO-MBA.. 1st leg was an Embraer E190 and the 2nd was a new Boeing 777-300ER. The flight was good. Had 3 seats all the way to CAN to myself and slept very comfortably. Business Class service in Economy. Flight attendants were responsive to calls and gave good service. Return had a problem of checked in luggage which was removed due to power banks inside. Was informed about it by a KQ staff but then due to language barrier and a lazy security guard who didn't want to walk all the way to the check in counter told me all was OK and to board. Reaching NBO I didn't get my bag for 2 days. All in all the flight was good and on time both ways.,2014-05-26,126,False,mba nbo can nbo mba st leg was an embraer e and the nd was a new boeing er the flight was good had seats all the way to can to myself and slept very comfortably business class service in economy flight attendants were responsive to calls and gave good service return had a problem of checked in luggage which was removed due to power banks inside was informed about it by a kq staff but then due to language barrier and a lazy security guard who didn t want to walk all the way to the check in counter told me all was ok and to board reaching nbo i didn t get my bag for days all in all the flight was good and on time both ways,0.9111,positive
370,I have flown a number of times on the Bangkok-Nairobi route and had a mixed set of experiences. Seats are good for sleeping and food is edible mostly. I approach it as super premium economy with some business perks and I am not disappointed. I rarely watch in-flight entertainment but it doesn't work sometimes - that is a fact. Don't expect too much in terms of communication if there is trouble but they have generally been okay with us. Only one serious delay in 8 years (door wouldn't close) and we were treated okay in Business (slow but sure) but the economy passengers were left at the gate all night with minimal information late refreshments and little help. Basically they were dumped because Kenya Airways only had enough staff left on duty to take care of us and they had to wait until we were shuttled off to our hotel before they got any attention.,2014-05-25,155,False,i have flown a number of times on the bangkok nairobi route and had a mixed set of experiences seats are good for sleeping and food is edible mostly i approach it as super premium economy with some business perks and i am not disappointed i rarely watch in flight entertainment but it doesn t work sometimes that is a fact don t expect too much in terms of communication if there is trouble but they have generally been okay with us only one serious delay in years door wouldn t close and we were treated okay in business slow but sure but the economy passengers were left at the gate all night with minimal information late refreshments and little help basically they were dumped because kenya airways only had enough staff left on duty to take care of us and they had to wait until we were shuttled off to our hotel before they got any attention,0.6453,positive
371,Just last week I was on another Kenya Airways flight but this time the experience far from what I'd expected. The aircraft itself had only just returned to Nairobi with a full load of passengers about an hour before we boarded it. Of course it had been prepared for our flight but not well enough - the toilet I used even before departure was grubby the carpeting on the floor of the passenger cabin still had tiny remnants of a food spill from the previous flight the inflight entertainment system worked only partly - the flight tracker did not work at all throughout the 8 hr flight to Amsterdam - the choice in movies and music was so limited and the sound quality so inadequate. A far cry from the very enjoyable flight on the KLM B747-400 that had flown me on the outward leg. But the food was fairly good and there was one or two particularly attractive flight attendants.,2014-05-07,161,False,just last week i was on another kenya airways flight but this time the experience far from what i d expected the aircraft itself had only just returned to nairobi with a full load of passengers about an hour before we boarded it of course it had been prepared for our flight but not well enough the toilet i used even before departure was grubby the carpeting on the floor of the passenger cabin still had tiny remnants of a food spill from the previous flight the inflight entertainment system worked only partly the flight tracker did not work at all throughout the hr flight to amsterdam the choice in movies and music was so limited and the sound quality so inadequate a far cry from the very enjoyable flight on the klm b that had flown me on the outward leg but the food was fairly good and there was one or two particularly attractive flight attendants,0.5774,positive
372,8 flights in 6 weeks with 'The Pride of Africa'. 4 flights without the inflight entertainment working. Whole rows of seats had similar problems. All 777. Staff not able nor did they appear to care about the problems. Letter to KQ had a few platitudes back. Don't fly KQ long haul.,2014-04-30,51,False,flights in weeks with the pride of africa flights without the inflight entertainment working whole rows of seats had similar problems all staff not able nor did they appear to care about the problems letter to kq had a few platitudes back don t fly kq long haul,-0.2805,negative
373,My wife and I arrived in Guangzhou on 26 Dec 2013 from Melbourne to connect with Kenya airways to Nairobi. In summery we faced lots of inconveniences simply due to language problems. The flight to Nairobi was cancelled but none of the staff could tell us what was going on. The airline should consider having Swahili or English speaking staff permanently stationed in Guangzhou.,2014-04-13,64,False,my wife and i arrived in guangzhou on dec from melbourne to connect with kenya airways to nairobi in summery we faced lots of inconveniences simply due to language problems the flight to nairobi was cancelled but none of the staff could tell us what was going on the airline should consider having swahili or english speaking staff permanently stationed in guangzhou,-0.3291,negative
374,Flew NBO-AMS on B777: Flight was on time and aircraft quite new. The staff were nice. There could have been more thorough pre-takeoff and pre-landing aisle checks for seat belts etc. The entertainment system was ok good choice of movies but the sound was low. The food was ok We departed on time: The business class seats were comfortable and the cabin was clean. A rather good experience.,2014-04-06,68,False,flew nbo ams on b flight was on time and aircraft quite new the staff were nice there could have been more thorough pre takeoff and pre landing aisle checks for seat belts etc the entertainment system was ok good choice of movies but the sound was low the food was ok we departed on time the business class seats were comfortable and the cabin was clean a rather good experience,0.9542,positive
375,First time traveller with KA and returning with them also but given the choice to the same destination next time I will make sure the flight is with KLM. The reason for my disappointment was the food provided. The breakfast served was pathetic fruit juice yoghurt bread roll margarine and jam and a bagel are not for me. Then on the connecting flight to Mombasa I received an apple turnover and some coffee. Sorry KA but that just isn't breakfast to me. Cabin Crew were friendly and efficient flight was good but to lose customers for poor food is pretty bad.,2014-04-01,101,False,first time traveller with ka and returning with them also but given the choice to the same destination next time i will make sure the flight is with klm the reason for my disappointment was the food provided the breakfast served was pathetic fruit juice yoghurt bread roll margarine and jam and a bagel are not for me then on the connecting flight to mombasa i received an apple turnover and some coffee sorry ka but that just isn t breakfast to me cabin crew were friendly and efficient flight was good but to lose customers for poor food is pretty bad,-0.6486,negative
376,Flew AMS-NBO on B777 and NBO-CDG on the B767-300. The B777 was fine but nothing special. Friendly staff. Slightly little legroom but fine. IFE ok not much choice and slightly bad sound but still fine. The temporary arrivals terminal in NBO is small but efficient. The B767 was worse. Legroom was extraordinary small. The only thing that made it bearable to sit for almost 9 hours at the seat was that I had two seats for myself. Quite old plane too entertainment system was not on demand. Good staff however and the food was ok. The B777 is recommended try to avoid the old B767.,2014-03-10,105,False,flew ams nbo on b and nbo cdg on the b the b was fine but nothing special friendly staff slightly little legroom but fine ife ok not much choice and slightly bad sound but still fine the temporary arrivals terminal in nbo is small but efficient the b was worse legroom was extraordinary small the only thing that made it bearable to sit for almost hours at the seat was that i had two seats for myself quite old plane too entertainment system was not on demand good staff however and the food was ok the b is recommended try to avoid the old b,-0.2832,negative
377,16th Feb 2014 LHR-Nairobi. Flight on time. Very clean aircraft. Not full so able to spread out. Comfy chairs good IFE and movie choice. Food was delicious requested Vegan meal and it was delivered. Cabin crew were lovely and attentive. Drinks were given by the double! Honestly couldn't fault them brilliant flight.,2014-03-10,52,False,th feb lhr nairobi flight on time very clean aircraft not full so able to spread out comfy chairs good ife and movie choice food was delicious requested vegan meal and it was delivered cabin crew were lovely and attentive drinks were given by the double honestly couldn t fault them brilliant flight,0.942,positive
378,Flew from NBO to Heathrow on the 777. Flight delayed 45 mins because otherwise we would have arrived at Heathrow before 6am on a Sunday. Surely the Operations people could have scheduled the flight accordingly? Seats were rock hard and uncomfortable. Service by the all male cabin crew was erratic. IFE was OK. Not recommended but there is a distinct lack of competition on this route so there is not a lot of choice.,2014-03-04,74,False,flew from nbo to heathrow on the flight delayed mins because otherwise we would have arrived at heathrow before am on a sunday surely the operations people could have scheduled the flight accordingly seats were rock hard and uncomfortable service by the all male cabin crew was erratic ife was ok not recommended but there is a distinct lack of competition on this route so there is not a lot of choice,-0.4175,negative
379,KQ860 NBO-BKK. 767-300. Flight was 99% full and ground staff and FA's were efficient with the boarding process and managed to get everyone seated in time (despite the large amount of duty free items brought on board). There were a lot of Chinese/Thai flight attendants to deal with the Chinese/Thai speaking passengers. Hand luggage size rules were (generally) obeyed by passengers. Flight arrived about an hour early. FA's were friendly and had good English. Good selection of beverages (and generous amounts). Food was also good. Leg room and seat width was adequate. Good magazine. A few noticeable issues: The turning off of electronic devices prior to takeoff and landing was not enforced by staff and staff were also not strict enough with regards to passengers standing up going to the toilets etc. during taxiing. There could have been more thorough pre-takeoff and pre-landing aisle checks for seat belts etc. by the FA's. Sometimes there were no announcements by FA's when the seatbelt sign was turned on by the captain during turbulence and passengers of whom disobeyed the sign were not told to hurry up and sit down - people continued to move around the cabin. There were seat back TV's (channels) but the content was not working (blank black screens on all channels except for the flight data). FA's were notified but could not be fixed. The safety video needs updating and the audio from the loudspeakers was too soft. There were no night aisle walks by FA's with water/juice - they seemed to disappear after the meal service. Overall good for an African airline and has improved over the past years but needs a few more finishing touches before it is on par with a lot of other major international carriers. Good value for money.,2014-01-30,296,False,kq nbo bkk flight was full and ground staff and fa s were efficient with the boarding process and managed to get everyone seated in time despite the large amount of duty free items brought on board there were a lot of chinese thai flight attendants to deal with the chinese thai speaking passengers hand luggage size rules were generally obeyed by passengers flight arrived about an hour early fa s were friendly and had good english good selection of beverages and generous amounts food was also good leg room and seat width was adequate good magazine a few noticeable issues the turning off of electronic devices prior to takeoff and landing was not enforced by staff and staff were also not strict enough with regards to passengers standing up going to the toilets etc during taxiing there could have been more thorough pre takeoff and pre landing aisle checks for seat belts etc by the fa s sometimes there were no announcements by fa s when the seatbelt sign was turned on by the captain during turbulence and passengers of whom disobeyed the sign were not told to hurry up and sit down people continued to move around the cabin there were seat back tv s channels but the content was not working blank black screens on all channels except for the flight data fa s were notified but could not be fixed the safety video needs updating and the audio from the loudspeakers was too soft there were no night aisle walks by fa s with water juice they seemed to disappear after the meal service overall good for an african airline and has improved over the past years but needs a few more finishing touches before it is on par with a lot of other major international carriers good value for money,0.9809,positive
380,Flew from HRE-LHR via NBO in economy the HRE-NBO-HRE sector was on the E190 cabin was clean cabin crew were friendly and attentive. NBO-LHR was on the B777-2 seats were not that comfortable could not sleep. LHR-NBO flight got delayed by over an hour. Disappointed arriving at HRE to find out one bag was lost only to arrive 2 days later.,2014-01-13,61,False,flew from hre lhr via nbo in economy the hre nbo hre sector was on the e cabin was clean cabin crew were friendly and attentive nbo lhr was on the b seats were not that comfortable could not sleep lhr nbo flight got delayed by over an hour disappointed arriving at hre to find out one bag was lost only to arrive days later,-0.477,negative
381,I travelled on 24th December from NBO-DAR. We travelled on quite a new Embraer 190. Very clean though boarding was late we still left on time and arrived on time IFE was working though it was very boring. The crew were constantly hardworking and kind of strict. The return flight DAR-NBO was quite the same a rather older Embraer 190 boarding late again but we took off and arrived on time at least the cabin crew were much kinder upon arrival we found our baggage at the new arrivals terminal which I have to say is the most beautiful African terminal I've seen. With all that I have to say I had the best regional flights ever. Thumbs up to Kenya Airways short haul flights.,2014-01-13,125,False,i travelled on th december from nbo dar we travelled on quite a new embraer very clean though boarding was late we still left on time and arrived on time ife was working though it was very boring the crew were constantly hardworking and kind of strict the return flight dar nbo was quite the same a rather older embraer boarding late again but we took off and arrived on time at least the cabin crew were much kinder upon arrival we found our baggage at the new arrivals terminal which i have to say is the most beautiful african terminal i ve seen with all that i have to say i had the best regional flights ever thumbs up to kenya airways short haul flights,0.9589,positive
382,MYD-NBO. It was an Embraer E170. Took off on time and landed 20 min early. Was travelling with my infant and so they gave me a very good service at both airports - Malindi Airport and Jomo Kenyatta International Airport. Gave me a front seat so I sat very comfortably throughout the flight. In-flight was also impressive was served snacks with very cheery FA's. Got a very nice view of the Mount Kilimanjaro peak which was informed to us by the Captain. Overall I would prefer KQ as my first choice.,2014-01-13,91,False,myd nbo it was an embraer e took off on time and landed min early was travelling with my infant and so they gave me a very good service at both airports malindi airport and jomo kenyatta international airport gave me a front seat so i sat very comfortably throughout the flight in flight was also impressive was served snacks with very cheery fa s got a very nice view of the mount kilimanjaro peak which was informed to us by the captain overall i would prefer kq as my first choice,0.9504,positive
383,Flew from NBO-AMS then connection on KLM to the US. I fly using this itinerary every six months and have done for the last four years. Rather mediocre service. This flight was delayed for two hours due to the fact that the passenger loader was not working. No announcements were made in the lounge. The Simba Lounge was closed to me even though I showed the Delta Club Membership. Check in at the counter was sub-par as was lining up for Immigration. Asked for water for medication I was taking three times. If you are sleeping they do not serve you nor leave the headset etc in the magazine pouch in front of you. On arrival in Amsterdam you are met with armed security personnel checking your passport.,2014-01-06,128,False,flew from nbo ams then connection on klm to the us i fly using this itinerary every six months and have done for the last four years rather mediocre service this flight was delayed for two hours due to the fact that the passenger loader was not working no announcements were made in the lounge the simba lounge was closed to me even though i showed the delta club membership check in at the counter was sub par as was lining up for immigration asked for water for medication i was taking three times if you are sleeping they do not serve you nor leave the headset etc in the magazine pouch in front of you on arrival in amsterdam you are met with armed security personnel checking your passport,0.3687,positive
